UniprotID	logFC	AveExpr	t	P.Value	adj.P.Val	B	PG.Genes	PG.ProteinDescriptions	contrast
A6NKD9	-1.64731133096042	11.3982600068164	-2.21009204741705	0.0436592413226123	0.145477539736392	-4.77207907560874	CCDC85C	Coiled-coil domain-containing protein 85C	AMP_vs_K57A_unst
Q8IWX8	-0.446861959857969	15.0070971969609	-2.20984738510767	0.0436794728828929	0.145477539736392	-4.77250662638877	CHERP	Calcium homeostasis endoplasmic reticulum protein	AMP_vs_K57A_unst
O75648	-0.909613655692509	13.419381581241	-2.20448402393286	0.0441251819851351	0.146809870497127	-4.78187333654579	TRMU	Mitochondrial tRNA-specific 2-thiouridylase 1	AMP_vs_K57A_unst
P16278	1.36567149376851	11.0635536524768	2.20367476356684	0.0441928007211755	0.14688007419812	-4.78328567791181	GLB1	Beta-galactosidase	AMP_vs_K57A_unst
Q9Y5Q8	0.341509145781622	14.9395344339206	2.2031382551321	0.044237682583628	0.14688007419812	-4.78422186509453	GTF3C5	General transcription factor 3C polypeptide 5	AMP_vs_K57A_unst
Q9UNS2	-0.455460100870994	14.5732346012179	-2.19609341826841	0.0448309774378512	0.148696348281995	-4.79650440623429	COPS3	COP9 signalosome complex subunit 3	AMP_vs_K57A_unst
O00221	-0.846479940523738	12.6453272885768	-2.1940183855491	0.0450071389676135	0.149126747053515	-4.80011847809143	NFKBIE	NF-kappa-B inhibitor epsilon	AMP_vs_K57A_unst
Q9Y3F4	-0.295706291023194	15.851461361995	-2.19197748377952	0.0451810317420676	0.149506654455548	-4.80367145226007	STRAP	Serine-threonine kinase receptor-associated protein	AMP_vs_K57A_unst
Q9Y5S9	0.447013216548088	14.292515190283	2.19158164165111	0.0452148314034825	0.149506654455548	-4.80436037770833	RBM8A	RNA-binding protein 8A	AMP_vs_K57A_unst
O60828	0.903502083718104	14.8959770008061	2.19342808088938	0.0452718592028629	0.149541372536487	-4.80295010380538	PQBP1	Polyglutamine-binding protein 1	AMP_vs_K57A_unst
Q9Y294	0.739094502520574	13.1545985159952	2.18951178881132	0.0453919531569607	0.149658305065215	-4.80796175254154	ASF1A	Histone chaperone ASF1A	AMP_vs_K57A_unst
Q5T5Y3	1.07765269880481	11.6472446535139	2.18941340508973	0.0454003881265042	0.149658305065215	-4.80813289007638	CAMSAP1	Calmodulin-regulated spectrin-associated protein 1	AMP_vs_K57A_unst
P41208	-1.08153275203423	12.1842682691078	-2.18631688600928	0.0456666164466175	0.150381665224825	-4.81351729938343	CETN2	Centrin-2	AMP_vs_K57A_unst
Q9Y316	0.64280000804709	13.4373497229167	2.1844728804821	0.0458258474844975	0.150751559687999	-4.81672196070226	MEMO1	Protein MEMO1	AMP_vs_K57A_unst
P52907	-0.825581533534793	17.0345022386488	-2.1845310013749	0.0461095693074643	0.151529811609601	-4.81898640814545	CAPZA1	F-actin-capping protein subunit alpha-1	AMP_vs_K57A_unst
Q9NRR5;Q9UMX0	-1.31272180260152	14.5625340210955	-2.17987049906634	0.0465151017676273	0.152550860665609	-4.8270554261228	UBQLN4;UBQLN1	Ubiquilin-4;Ubiquilin-1	AMP_vs_K57A_unst
Q14739	0.352688267356887	15.3357319921394	2.17655789249642	0.0465151970915673	0.152550860665609	-4.83046190980406	LBR	Delta(14)-sterol reductase LBR	AMP_vs_K57A_unst
P61158	-1.33665299074394	13.1595032148066	-2.17313845915897	0.0468159828315286	0.153380804098403	-4.83639010746772	ACTR3	Actin-related protein 3	AMP_vs_K57A_unst
P35221	-0.860004633521076	13.1625047680152	-2.17183940024534	0.0469307259501956	0.153552953121415	-4.83864102968153	CTNNA1	Catenin alpha-1	AMP_vs_K57A_unst
Q14498	0.435136755636869	16.4209521738998	2.17100483675617	0.0470045790217194	0.153552953121415	-4.84008674797633	RBM39	RNA-binding protein 39	AMP_vs_K57A_unst
Q13610	0.434511470127958	15.6379945740743	2.17092266811197	0.0470118562138994	0.153552953121415	-4.84022907398026	PWP1	Periodic tryptophan protein 1 homolog	AMP_vs_K57A_unst
Q5RKV6	0.460406672378831	16.5740460123136	2.16892490564692	0.0471891087634501	0.153924685168378	-4.84368860429204	EXOSC6	Exosome complex component MTR3	AMP_vs_K57A_unst
P28290	-1.3054520724908	12.7947170033999	-2.16856115179883	0.047221449774742	0.153924685168378	-4.84431834494494	ITPRID2	Protein ITPRID2	AMP_vs_K57A_unst
P19784	-0.458515611646527	15.6229854354713	-2.16649517950954	0.0474055243886039	0.154368141220844	-4.84789400174017	CSNK2A2	Casein kinase II subunit alpha'	AMP_vs_K57A_unst
P42126	-3.1241111455493	12.0073107325446	-2.16617938797887	0.04772571999113	0.155253506124992	-4.85071026049945	ECI1	Enoyl-CoA delta isomerase 1, mitochondrial	AMP_vs_K57A_unst
Q9H7Z3	0.63250676690939	12.9775623618695	2.16014405578674	0.0479755808237641	0.15588796659023	-4.85887533563236	NRDE2	Nuclear exosome regulator NRDE2	AMP_vs_K57A_unst
Q06830	-0.758789222457771	18.794512307858	-2.16292503601125	0.048017761955298	0.15588796659023	-4.8563220467673	PRDX1	Peroxiredoxin-1	AMP_vs_K57A_unst
P39748	0.685013103697109	15.7252554684371	2.15597465828492	0.0483724470337848	0.15688097352834	-4.86622079081112	FEN1	Flap endonuclease 1	AMP_vs_K57A_unst
Q14181	-0.362078565366378	14.5059932465678	-2.15315243468615	0.0486104811746614	0.157176358857626	-4.8709451832058	POLA2	DNA polymerase alpha subunit B	AMP_vs_K57A_unst
Q9UQ13	0.821895431948819	13.9106569471617	2.15279172878814	0.0486434469594329	0.157176358857626	-4.87156734032993	SHOC2	Leucine-rich repeat protein SHOC-2	AMP_vs_K57A_unst
Q9UKK9	-1.08811872343157	12.5708769471176	-2.15252264923386	0.0486680522954222	0.157176358857626	-4.87203142278069	NUDT5	ADP-sugar pyrophosphatase	AMP_vs_K57A_unst
Q99755	0.615885404552509	13.3722888284952	2.15212659658072	0.0487042893859579	0.157176358857626	-4.87271444236068	PIP5K1A	Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha	AMP_vs_K57A_unst
Q9H4L5	-0.469948212142905	13.2743171581241	-2.15200374819554	0.0487155345620035	0.157176358857626	-4.87292628968072	OSBPL3	Oxysterol-binding protein-related protein 3	AMP_vs_K57A_unst
P24666	-0.575387345348172	14.3127879061294	-2.14989164010804	0.0489092476722407	0.157176358857626	-4.87656757351145	ACP1	Low molecular weight phosphotyrosine protein phosphatase	AMP_vs_K57A_unst
Q02809	-1.63627159781803	13.2142704343599	-2.15254276725437	0.0489134570175767	0.157176358857626	-4.87384570338269	PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	AMP_vs_K57A_unst
O00712	0.495534377076979	13.6114180131308	2.14959684221806	0.04893634195876	0.157176358857626	-4.87707566117255	NFIB	Nuclear factor 1 B-type	AMP_vs_K57A_unst
Q8WVM0	0.634191573445262	14.3879183490384	2.14927677856068	0.0489657741306127	0.157176358857626	-4.87762725437192	TFB1M	Dimethyladenosine transferase 1, mitochondrial	AMP_vs_K57A_unst
Q8TEQ6	0.54318268959304	13.7023730744784	2.14898205500925	0.0489928906123454	0.157176358857626	-4.87813513966381	GEMIN5	Gem-associated protein 5	AMP_vs_K57A_unst
Q5T6F0	-1.60507493470087	12.7064438188925	-2.14983684001628	0.0490014659537466	0.157176358857626	-4.87731025220333	DCAF12	DDB1- and CUL4-associated factor 12	AMP_vs_K57A_unst
Q9H6T3	-0.326757701900902	14.8756259717675	-2.14487395112153	0.0493723153515221	0.158207997547151	-4.88521075924663	RPAP3	RNA polymerase II-associated protein 3	AMP_vs_K57A_unst
Q9Y520	-0.311127427010174	15.0236493869945	-2.14368083581897	0.0494830209038086	0.158404809945061	-4.88726442918472	PRRC2C	Protein PRRC2C	AMP_vs_K57A_unst
Q9UBL3	0.406423443212802	13.4449396936287	2.14242443433736	0.0495998472374691	0.158620804996245	-4.88942639773294	ASH2L	Set1/Ash2 histone methyltransferase complex subunit ASH2	AMP_vs_K57A_unst
Q8TCX1	-1.16916113009801	11.3132161001081	-2.14112888285688	0.0497205815475471	0.158848855958068	-4.89165505248599	DYNC2LI1	Cytoplasmic dynein 2 light intermediate chain 1	AMP_vs_K57A_unst
Q58FF8	-0.452519291835486	15.1027808469368	-2.14006897152632	0.0498195586621968	0.159007012453129	-4.89347783520199	HSP90AB2P	Putative heat shock protein HSP 90-beta 2	AMP_vs_K57A_unst
O14828	-0.481545975825963	13.690413144667	-2.13917700641192	0.0499029939563921	0.159115300174448	-4.89501143269293	SCAMP3	Secretory carrier-associated membrane protein 3	AMP_vs_K57A_unst
Q9Y3E5	-0.627394768501759	13.580538607066	-2.1385771488977	0.0499591779950358	0.159136568955446	-4.89604261085341	PTRH2	Peptidyl-tRNA hydrolase 2, mitochondrial	AMP_vs_K57A_unst
Q7Z3T8	0.748403350119	13.7123634578698	2.13762255737468	0.0500487080625452	0.159263908626753	-4.89768328340955	ZFYVE16	Zinc finger FYVE domain-containing protein 16	AMP_vs_K57A_unst
Q96CT7	0.345714749441431	15.7571802814117	2.13346127855602	0.05044072808943	0.160352621245725	-4.90483093121873	CCDC124	Coiled-coil domain-containing protein 124	AMP_vs_K57A_unst
Q6P1J9	0.589488797791503	14.3825101120786	2.12553203219257	0.0511955949214365	0.162451756685768	-4.91843070558143	CDC73	Parafibromin	AMP_vs_K57A_unst
Q9Y6A4	0.675295928488007	14.0204194646698	2.12546391306696	0.0512021249292728	0.162451756685768	-4.91854742571295	CFAP20	Cilia- and flagella-associated protein 20	AMP_vs_K57A_unst
Q9H4L7	1.19886084618912	13.1727614117435	2.12355437703975	0.0513854898825045	0.16287274603784	-4.92181856896102	SMARCAD1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1	AMP_vs_K57A_unst
Q9NQH7	-1.11788704516012	13.3372760328755	-2.12008529961255	0.0517201658189664	0.163553338373415	-4.92775738055488	XPNPEP3	Xaa-Pro aminopeptidase 3	AMP_vs_K57A_unst
Q12904	-0.576276835128532	14.1926789739785	-2.11980768565823	0.051747035263229	0.163553338373415	-4.92823241715246	AIMP1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1	AMP_vs_K57A_unst
Q8IUR6	-1.2397275122914	15.6371246439305	-2.12284869440228	0.0517528765170389	0.163553338373415	-4.92507933902219	CREBRF	CREB3 regulatory factor	AMP_vs_K57A_unst
Q13310	-0.409876172002857	17.7675823950013	-2.11706953549225	0.0520127449580592	0.164213126026721	-4.93291603939377	PABPC4	Polyadenylate-binding protein 4	AMP_vs_K57A_unst
Q7L8L6	0.7997202250525	14.6070878808489	2.11339170276187	0.0523767728328569	0.165200145127382	-4.93923644201895	FASTKD5	FAST kinase domain-containing protein 5, mitochondrial	AMP_vs_K57A_unst
Q53H96	-0.513213962440716	13.0491421723633	-2.10715934665561	0.0529850017831485	0.166954701697097	-4.94984098491637	PYCR3	Pyrroline-5-carboxylate reductase 3	AMP_vs_K57A_unst
Q9NRP0	-0.607914850632447	13.8959922867408	-2.10537654390808	0.0531616778325438	0.167347338446421	-4.95288128931932	OSTC	Oligosaccharyltransferase complex subunit OSTC	AMP_vs_K57A_unst
P31942	-0.413713355783042	17.7237685346206	-2.10252453282735	0.0534454436248192	0.168075984158678	-4.95774215154432	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	AMP_vs_K57A_unst
Q8N3X1	0.941418006787645	13.455815038637	2.10042692838914	0.0536550396985388	0.168570183373513	-4.96131501351578	FNBP4	Formin-binding protein 4	AMP_vs_K57A_unst
P98170	-0.73515684128051	12.6431148910656	-2.09831885944895	0.0538664451314216	0.168987316818204	-4.96490380223567	XIAP	E3 ubiquitin-protein ligase XIAP	AMP_vs_K57A_unst
O76071	-0.459287292857798	13.985342549648	-2.09805491883156	0.0538929681825325	0.168987316818204	-4.9653530020956	CIAO1	Probable cytosolic iron-sulfur protein assembly protein CIAO1	AMP_vs_K57A_unst
Q8TDD1	0.466094775200023	14.9003184975878	2.09530498278869	0.054170023000336	0.169690500899688	-4.97003133238751	DDX54	ATP-dependent RNA helicase DDX54	AMP_vs_K57A_unst
Q99733	-0.452221350230991	16.654162659737	-2.09336208168246	0.0543665604397515	0.170140336176593	-4.97333473429242	NAP1L4	Nucleosome assembly protein 1-like 4	AMP_vs_K57A_unst
Q96DV4	0.342957115927476	15.8411747089913	2.0916045904157	0.0545449084292049	0.170532427715432	-4.97632149415972	MRPL38	39S ribosomal protein L38, mitochondrial	AMP_vs_K57A_unst
Q9UJW0	-0.5753804651224	12.8749035515118	-2.08900595511177	0.0548096028636565	0.171035894177312	-4.98073528996243	DCTN4	Dynactin subunit 4	AMP_vs_K57A_unst
Q9Y4B6	-0.695442161580697	13.8183478730018	-2.08897880777561	0.0548123743007566	0.171035894177312	-4.98078138445833	DCAF1	DDB1- and CUL4-associated factor 1	AMP_vs_K57A_unst
P09496	-0.29941103630526	14.9955755246202	-2.08816549567602	0.0548954642015861	0.171129022254023	-4.98216219023925	CLTA	Clathrin light chain A	AMP_vs_K57A_unst
O95782	0.264762691426672	16.4909789087034	2.08724761059894	0.054989376895004	0.17125567571758	-4.98372019168235	AP2A1	AP-2 complex subunit alpha-1	AMP_vs_K57A_unst
P52597	-0.423723469247658	17.0945425183687	-2.08652464272165	0.0550634509559354	0.171320359508593	-4.98494708738902	HNRNPF	Heterogeneous nuclear ribonucleoprotein F	AMP_vs_K57A_unst
P31948	-0.925781466367203	15.3568341054389	-2.08671266141823	0.0553496224325825	0.172044184234352	-4.9865075026732	STIP1	Stress-induced-phosphoprotein 1	AMP_vs_K57A_unst
Q3ZCQ8	-0.728458000586889	13.0456216201994	-2.08293169121721	0.0554329438012484	0.17212728470052	-4.99104105932257	TIMM50	Mitochondrial import inner membrane translocase subunit TIM50	AMP_vs_K57A_unst
O75369	-1.11630832821422	17.4845684414892	-2.08541021663939	0.0554834682482073	0.17212728470052	-4.98871123749147	FLNB	Filamin-B	AMP_vs_K57A_unst
Q01082	-0.697705680532158	16.8525599256366	-2.08229397271979	0.0557557607106359	0.172671947160712	-4.99368338162482	SPTBN1	Spectrin beta chain, non-erythrocytic 1	AMP_vs_K57A_unst
O00291	-0.833601643783114	15.699733413471	-2.08266571699093	0.0557664844906096	0.172671947160712	-4.99335255069317	HIP1	Huntingtin-interacting protein 1	AMP_vs_K57A_unst
Q9H8Y8	-0.667725059239121	13.1373047420057	-2.07909715929397	0.0558297975854752	0.172701606775474	-4.99753858356845	GORASP2	Golgi reassembly-stacking protein 2	AMP_vs_K57A_unst
Q9Y2Z0	-1.76774383977674	10.6846131585551	-2.07786632459449	0.0559577358222612	0.172918158279266	-4.99962284561475	SUGT1	Protein SGT1 homolog	AMP_vs_K57A_unst
P31350	-0.462006815671879	15.1269285108937	-2.0773891688458	0.0560074059641307	0.172918158279266	-5.00043067034196	RRM2	Ribonucleoside-diphosphate reductase subunit M2	AMP_vs_K57A_unst
P82933	0.417529767541451	14.0373399109346	2.0762869742342	0.0561222954561516	0.173106581186249	-5.00229630572122	MRPS9	28S ribosomal protein S9, mitochondrial	AMP_vs_K57A_unst
Q8N3Z3	-0.708394118498651	14.8379181037658	-2.0679313016588	0.0570003422346613	0.175646308669417	-5.01642226784445	GTPBP8	GTP-binding protein 8	AMP_vs_K57A_unst
O43399	-0.828742944792591	14.7430208904751	-2.06782928082593	0.0571257542957467	0.175864151634607	-5.01726196619409	TPD52L2	Tumor protein D54	AMP_vs_K57A_unst
Q9UNH7	-0.600663761482497	13.2225201961015	-2.06584739426414	0.0572212862687926	0.175989678533875	-5.01994050616074	SNX6	Sorting nexin-6	AMP_vs_K57A_unst
P11182	-0.513139429838095	18.324514760531	-2.06497475032222	0.0573140409806305	0.176106431846794	-5.02141321263175	DBT	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	AMP_vs_K57A_unst
O43592	-0.571796553718869	13.0772146558255	-2.06306253667523	0.0575177764534965	0.176563642331937	-5.02463915993313	XPOT	Exportin-T	AMP_vs_K57A_unst
O75390	-0.644683548470191	15.2946768601775	-2.06107012249134	0.0577307644291188	0.177048355796935	-5.02799868727947	CS	Citrate synthase, mitochondrial	AMP_vs_K57A_unst
P55735	-0.611297491627521	14.8776775533467	-2.05698130244011	0.0581701273118386	0.178225728484508	-5.03488757827977	SEC13	Protein SEC13 homolog	AMP_vs_K57A_unst
Q5JTZ9	-0.671359325069467	12.0171233287807	-2.0545006666322	0.0584381773005356	0.178876477946592	-5.03906336176669	AARS2	Alanine--tRNA ligase, mitochondrial	AMP_vs_K57A_unst
Q86UE4	0.663943987436003	13.682932871258	2.05235805324583	0.0586706135601789	0.179371163539023	-5.04266792845471	MTDH	Protein LYRIC	AMP_vs_K57A_unst
P46940	-0.382051711112702	16.2320004103914	-2.05198281464093	0.0587114076051811	0.179371163539023	-5.0432989900912	IQGAP1	Ras GTPase-activating-like protein IQGAP1	AMP_vs_K57A_unst
P15531	-0.937704994511579	14.6608002611889	-2.0537159498095	0.0587966241623604	0.179460921232504	-5.0419055639085	NME1	Nucleoside diphosphate kinase A	AMP_vs_K57A_unst
O76021	0.447457726405993	16.2426289819746	2.05052161238414	0.058870510231973	0.179515958145694	-5.04575578386939	RSL1D1	Ribosomal L1 domain-containing protein 1	AMP_vs_K57A_unst
P63261	-0.972546507529806	18.441750036512	-2.04823386337099	0.0594319243067864	0.180885373800454	-5.05130436891299	ACTG1	Actin, cytoplasmic 2	AMP_vs_K57A_unst
P84085	-0.542272371887869	13.4172869304547	-2.04529307717913	0.059443062770824	0.180885373800454	-5.05453896116643	ARF5	ADP-ribosylation factor 5	AMP_vs_K57A_unst
Q15942	-0.733529709981765	12.844557765327	-2.04488068808282	0.0594884381167019	0.180885373800454	-5.0552311932722	ZYX	Zyxin	AMP_vs_K57A_unst
P50213	-0.669594156682031	13.8213077106087	-2.04346149457633	0.0596448353485161	0.181189509272335	-5.05761285304914	IDH3A	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	AMP_vs_K57A_unst
Q9UHD8	-0.51551506299421	14.1129980384864	-2.04090074687775	0.059927987401652	0.181877763464504	-5.06190795218463	SEPTIN9	Septin-9	AMP_vs_K57A_unst
Q96SI9	0.537113285355085	14.0655759570984	2.03961076905979	0.0600710914459758	0.182115653765907	-5.06407049148015	STRBP	Spermatid perinuclear RNA-binding protein	AMP_vs_K57A_unst
P68032	-0.973497361206171	19.3437543560827	-2.04126684390726	0.0602000151733568	0.182115653765907	-5.06296724225477	ACTC1	Actin, alpha cardiac muscle 1	AMP_vs_K57A_unst
Q96F45;Q9H7S9	1.2976254208613	11.2804359672178	2.03844232067326	0.0602009837523168	0.182115653765907	-5.06602864897452	ZNF503;ZNF703	Zinc finger protein 503;Zinc finger protein 703	AMP_vs_K57A_unst
Q9Y696	-2.85800797165283	11.2676169166921	-2.04051822741066	0.06023302425425	0.182115653765907	-5.06395258115235	CLIC4	Chloride intracellular channel protein 4	AMP_vs_K57A_unst
Q8IUR7	-0.791399008993402	12.8982927134927	-2.03384081833502	0.0607150220578816	0.183400451968075	-5.07373412821007	ARMC8	Armadillo repeat-containing protein 8	AMP_vs_K57A_unst
P62910	-0.603931642830407	19.9534387398899	-2.03307970624984	0.0609166097595809	0.183836604476331	-5.07561516319384	RPL32	60S ribosomal protein L32	AMP_vs_K57A_unst
Q17RY0;Q7Z5Q1;Q8NE35	0.620548836885053	12.5580070667837	2.03000165887294	0.0611469701470987	0.184358688604855	-5.08015567683054	CPEB4;CPEB2;CPEB3	Cytoplasmic polyadenylation element-binding protein 4;Cytoplasmic polyadenylation element-binding protein 2;Cytoplasmic polyadenylation element-binding protein 3	AMP_vs_K57A_unst
O95819	0.553349766484514	15.2305136474196	2.01568889834797	0.0627822089083543	0.189111545858904	-5.10403657927072	MAP4K4	Mitogen-activated protein kinase kinase kinase kinase 4	AMP_vs_K57A_unst
Q9C0B1	2.00755039348109	13.1035176973206	2.0174826938245	0.0628912344322004	0.189262572532858	-5.1026188060222	FTO	Alpha-ketoglutarate-dependent dioxygenase FTO	AMP_vs_K57A_unst
Q2TAY7	-0.946433224676554	12.4899163720833	-2.01250184995269	0.06315172844004	0.189868713944143	-5.10934138619917	SMU1	WD40 repeat-containing protein SMU1	AMP_vs_K57A_unst
Q14562	0.824573383094858	13.0677847002696	2.00969533062509	0.063478771419056	0.190673618075557	-5.1140089251768	DHX8	ATP-dependent RNA helicase DHX8	AMP_vs_K57A_unst
Q7KZF4	0.275940846196679	17.9757313529843	2.00484513919616	0.0640476099419186	0.192202631515711	-5.12206671211456	SND1	Staphylococcal nuclease domain-containing protein 1	AMP_vs_K57A_unst
Q9UHF7	-1.88453645859789	12.8296469790715	-2.00422129857141	0.0644391685055952	0.193073836838403	-5.12461630221315	TRPS1	Zinc finger transcription factor Trps1	AMP_vs_K57A_unst
Q12931	-0.841032583860699	15.3375447343852	-2.00390824771911	0.0644761263800635	0.193073836838403	-5.12513460744424	TRAP1	Heat shock protein 75 kDa, mitochondrial	AMP_vs_K57A_unst
P42677	-0.628689880430008	13.5450100005943	-2.00086278906818	0.0645181396280164	0.193073836838403	-5.12867455751734	RPS27	40S ribosomal protein S27	AMP_vs_K57A_unst
O95373	-0.392390317467569	14.1408885223517	-1.99639060806784	0.0650503011317593	0.19439125650082	-5.13608635897579	IPO7	Importin-7	AMP_vs_K57A_unst
P49321	-0.74548085455511	16.9826420227556	-1.99882178901104	0.0650793378951098	0.19439125650082	-5.1335497324339	NASP	Nuclear autoantigenic sperm protein	AMP_vs_K57A_unst
O95071	-0.304043584909719	14.5722100651523	-1.9947068567985	0.0652516916003509	0.19459183791448	-5.13887443856943	UBR5	E3 ubiquitin-protein ligase UBR5	AMP_vs_K57A_unst
Q9NP77	0.85110973767368	14.0358827934975	1.99457422360655	0.0652675797360951	0.19459183791448	-5.13909400599379	SSU72	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	AMP_vs_K57A_unst
Q9H6P5	0.327230371548001	14.5346333056802	1.99369569143929	0.0653729081841347	0.194725233460435	-5.14054816265994	TASP1	Threonine aspartase 1	AMP_vs_K57A_unst
P11166	-0.369974895445232	13.5715190061194	-1.99173981361421	0.065607957543774	0.195244421801564	-5.14378425448192	SLC2A1	Solute carrier family 2, facilitated glucose transporter member 1	AMP_vs_K57A_unst
Q9BUB4	-1.55063411977506	13.6020445320475	-1.9928552777262	0.0657934796137032	0.195444029583698	-5.14340562559461	ADAT1	tRNA-specific adenosine deaminase 1	AMP_vs_K57A_unst
P15884;Q99081	2.75080400281035	13.0106331613906	1.99282890391843	0.0657966521498323	0.195444029583698	-5.14344915510442	TCF4;TCF12	Transcription factor 4;Transcription factor 12	AMP_vs_K57A_unst
P78368	0.73677856345313	13.0676603894575	1.98640958585363	0.066252435238431	0.196616183616175	-5.15259423994136	CSNK1G2	Casein kinase I isoform gamma-2	AMP_vs_K57A_unst
Q86UA1	-0.361713619032784	14.6340838191192	-1.98342384098539	0.0666159550284578	0.197512619429394	-5.15752333105833	PRPF39	Pre-mRNA-processing factor 39	AMP_vs_K57A_unst
Q13867	-2.260218556509	14.2583324646504	-1.98464128441833	0.0667883222525882	0.197841168405363	-5.15694706107887	BLMH	Bleomycin hydrolase	AMP_vs_K57A_unst
Q9H2K8	2.03317563172911	13.4385430857749	1.98123504590956	0.0672048776591389	0.198785825216	-5.16255330083232	TAOK3	Serine/threonine-protein kinase TAO3	AMP_vs_K57A_unst
O76003	-1.16213298254376	13.7219683051441	-1.97917958889695	0.0672309247074647	0.198785825216	-5.16494103274529	GLRX3	Glutaredoxin-3	AMP_vs_K57A_unst
P55209	-0.37208358317875	17.5639488198327	-1.97651607639162	0.0674639545725007	0.199153827159003	-5.16891101211686	NAP1L1	Nucleosome assembly protein 1-like 1	AMP_vs_K57A_unst
Q9H6R7	1.4153218941798	13.5098394346714	1.97869181978178	0.067479314802786	0.199153827159003	-5.16656908430357	WDCP	WD repeat and coiled-coil-containing protein	AMP_vs_K57A_unst
O15067	-0.771260762806085	13.4040218503987	-1.97560080509682	0.0675770471316616	0.199259293101982	-5.17041816792625	PFAS	Phosphoribosylformylglycinamidine synthase	AMP_vs_K57A_unst
Q8WU90	0.515021854382226	15.9966374915643	1.9749247596528	0.0676606911589946	0.199323062681035	-5.17153114018367	ZC3H15	Zinc finger CCCH domain-containing protein 15	AMP_vs_K57A_unst
P53396	-0.332299434485515	16.6866690969364	-1.96879526459804	0.068423371061077	0.201385269771338	-5.1816121703462	ACLY	ATP-citrate synthase	AMP_vs_K57A_unst
P42566	-0.492933027307364	14.1267809270749	-1.96780362761236	0.0685474897460885	0.201565994550712	-5.18324140423248	EPS15	Epidermal growth factor receptor substrate 15	AMP_vs_K57A_unst
Q96PU8	-0.39443655473638	13.5491334878357	-1.96620046779221	0.0687485825470086	0.201972526788013	-5.18587435807132	QKI	Protein quaking	AMP_vs_K57A_unst
Q9UPP1	0.647674044489111	13.6399077982677	1.96474182622324	0.0689320129477827	0.202326474533492	-5.18826889123827	PHF8	Histone lysine demethylase PHF8	AMP_vs_K57A_unst
O75396	-0.565829750352563	12.9856487021127	-1.9617023504476	0.0693156683289712	0.20326693249025	-5.19325526803571	SEC22B	Vesicle-trafficking protein SEC22b	AMP_vs_K57A_unst
P62873	-0.519955879632949	13.2646201033092	-1.95992819726506	0.0695405041339247	0.203711193852009	-5.19616378014783	GNB1	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	AMP_vs_K57A_unst
Q8IUF8	0.454152193173753	14.976646999973	1.95950738582558	0.0695939299469526	0.203711193852009	-5.19685342770563	RIOX2	Ribosomal oxygenase 2	AMP_vs_K57A_unst
Q8N983	0.278240256160394	16.3086535487521	1.95715133031755	0.0698937409747464	0.204402623742343	-5.20071307538682	MRPL43	39S ribosomal protein L43, mitochondrial	AMP_vs_K57A_unst
Q9UBC2	-1.21150055092009	12.6161830039311	-1.95543798438345	0.0701125016294937	0.204767348100204	-5.20351816413556	EPS15L1	Epidermal growth factor receptor substrate 15-like 1	AMP_vs_K57A_unst
P48059	-0.433718463830868	14.1098804904684	-1.95517700909955	0.0701458774917004	0.204767348100204	-5.20394530811618	LIMS1	LIM and senescent cell antigen-like-containing domain protein 1	AMP_vs_K57A_unst
Q86XH1	0.800286826758944	14.2830321289861	1.95456473570977	0.0702242370667561	0.204810070719196	-5.20494730007062	IQCA1	Dynein regulatory complex protein 11	AMP_vs_K57A_unst
Q9ULM3	1.90526416847936	14.1499077577669	1.95230246483832	0.0708395921272399	0.206417451583816	-5.20995223673661	YEATS2	YEATS domain-containing protein 2	AMP_vs_K57A_unst
O60885	-1.14648991867277	11.0705536519376	-1.94770871468939	0.071107115090202	0.206685939941893	-5.21615483835903	BRD4	Bromodomain-containing protein 4	AMP_vs_K57A_unst
P17655	-0.497544089346434	14.4688004845525	-1.94750796660452	0.0711331171437118	0.206685939941893	-5.21648265712082	CAPN2	Calpain-2 catalytic subunit	AMP_vs_K57A_unst
Q9GZM8;Q9NXR1	-0.583049836257336	14.138929715571	-1.9473607123064	0.0711521958486638	0.206685939941893	-5.21672310881774	NDEL1;NDE1	Nuclear distribution protein nudE-like 1;Nuclear distribution protein nudE homolog 1	AMP_vs_K57A_unst
P04843	-0.170103013858441	17.5244815373856	-1.94658126391345	0.0712532607301409	0.206685939941893	-5.21799569504036	RPN1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	AMP_vs_K57A_unst
Q9H000	-1.87606774529085	13.2250344799147	-1.94909552253407	0.0712532736327372	0.206685939941893	-5.21518150097968	MKRN2	Probable E3 ubiquitin-protein ligase makorin-2	AMP_vs_K57A_unst
