UniprotID	logFC	AveExpr	t	P.Value	adj.P.Val	B	PG.Genes	PG.ProteinDescriptions	contrast
Q15375;Q5JZY3	5.00634418309666	17.0616332807268	26.7745179439831	9.67934014973196e-14	1.78521720233178e-10	21.2565210938053	EPHA7;EPHA10	Ephrin type-A receptor 7;Ephrin type-A receptor 10	AMP_vs_Beads_unst
Q9Y606	4.48136586688241	16.0137524517178	26.5161576690596	1.1109005615008e-13	1.78521720233178e-10	21.1421566612335	PUS1	tRNA pseudouridine synthase A	AMP_vs_Beads_unst
P35268	3.26374476697257	17.6457564813976	23.7630297471868	5.25356275493486e-13	4.97960556642148e-10	19.8204276962355	RPL22	60S ribosomal protein L22	AMP_vs_Beads_unst
Q9P016	4.01063201108371	15.5778274576983	23.1925887027669	7.40585834457145e-13	4.97960556642148e-10	19.5208708573841	THYN1	Thymocyte nuclear protein 1	AMP_vs_Beads_unst
P12074	12.4843004459203	10.150012485075	23.1188003818296	7.74674170258476e-13	4.97960556642148e-10	19.4814222435654	COX6A1	Cytochrome c oxidase subunit 6A1, mitochondrial	AMP_vs_Beads_unst
Q96FX7	3.38391466031918	15.2241893654133	21.8061047080586	1.76631049171536e-12	7.97454811682066e-10	18.751442058659	TRMT61A	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A	AMP_vs_Beads_unst
Q08J23	4.30220281401493	15.7975774887926	21.6997085594559	1.89219723114874e-12	7.97454811682066e-10	18.6898446228325	NSUN2	RNA cytosine C(5)-methyltransferase NSUN2	AMP_vs_Beads_unst
Q9UKD2	3.43314939551468	15.9355049237885	21.6260388705128	1.98495286044074e-12	7.97454811682066e-10	18.646971849158	MRTO4	mRNA turnover protein 4 homolog	AMP_vs_Beads_unst
P51116	4.07473601227748	16.5380329036745	21.0392403759379	2.92228905993985e-12	1.04358189318297e-09	18.2988535745849	FXR2	Fragile X mental retardation syndrome-related protein 2	AMP_vs_Beads_unst
Q7Z2T5	3.59364211372448	15.2021839906547	20.6432400417847	3.81583085336885e-12	1.22640803627275e-09	18.0570793673512	TRMT1L	TRMT1-like protein	AMP_vs_Beads_unst
P62861	2.97958037147658	17.1105748346797	20.0460739648274	5.75861622390363e-12	1.67232091989203e-09	17.6815877468781	FAU	40S ribosomal protein S30	AMP_vs_Beads_unst
Q8N4V1	3.04967560830655	13.9644614289437	19.930593260086	6.24388644639214e-12	1.67232091989203e-09	17.6074151354076	MMGT1	ER membrane protein complex subunit 5	AMP_vs_Beads_unst
Q96PZ0	4.37442522783131	14.5473629125586	19.5519915090408	8.16579888061242e-12	2.01883673863756e-09	17.3605855130439	PUS7	Pseudouridylate synthase 7 homolog	AMP_vs_Beads_unst
P08708	3.21999895284777	16.9083630256428	18.8568683837004	1.35379848078084e-11	2.92724263284444e-09	16.8923037183238	RPS17	40S ribosomal protein S17	AMP_vs_Beads_unst
Q8N1G4	4.91866842416374	14.7539599377946	18.8445749749379	1.36616799914955e-11	2.92724263284444e-09	16.8838405343852	LRRC47	Leucine-rich repeat-containing protein 47	AMP_vs_Beads_unst
P42696	2.72069031076797	15.0837186125673	18.6043989009017	1.6336515903703e-11	2.99491098675644e-09	16.7171942343794	RBM34	RNA-binding protein 34	AMP_vs_Beads_unst
Q06330	2.64733326107093	15.8073612143906	18.4999736467762	1.76690234531767e-11	2.99491098675644e-09	16.6439582599385	RBPJ	Recombining binding protein suppressor of hairless	AMP_vs_Beads_unst
Q9UBP6	3.76607109997804	16.5643051316406	18.4737218133212	1.80219265572758e-11	2.99491098675644e-09	16.6254719826296	METTL1	tRNA (guanine-N(7)-)-methyltransferase	AMP_vs_Beads_unst
P61247	2.96306819465408	18.4785699783758	18.435439959881	1.85500851235459e-11	2.99491098675644e-09	16.5984598374975	RPS3A	40S ribosomal protein S3a	AMP_vs_Beads_unst
Q9BQ75	3.12967990629574	15.5192240894077	18.4292759957965	1.86366582872212e-11	2.99491098675644e-09	16.5941044179959	CMSS1	Protein CMSS1	AMP_vs_Beads_unst
Q12906	3.76973682683147	17.9737916108081	18.2036690671601	2.21214165101809e-11	3.38563012684388e-09	16.4335276345987	ILF3	Interleukin enhancer-binding factor 3	AMP_vs_Beads_unst
O95793	3.58642355258107	16.8006992643206	17.9408777485384	2.70774160813852e-11	3.95576433116236e-09	16.24358378016	STAU1	Double-stranded RNA-binding protein Staufen homolog 1	AMP_vs_Beads_unst
Q7L2E3	2.96914913650037	17.4166163585967	17.686047316635	3.30276977579978e-11	4.61526176496543e-09	16.0563445236304	DHX30	ATP-dependent RNA helicase DHX30	AMP_vs_Beads_unst
Q99714	1.91875689081099	17.9063159013792	17.6041652582245	3.52241988421323e-11	4.71710729494221e-09	15.9955316533549	HSD17B10	3-hydroxyacyl-CoA dehydrogenase type-2	AMP_vs_Beads_unst
Q7Z2W4	2.98242506877949	15.0188200175016	17.5018357315071	3.8190451472321e-11	4.90976444128159e-09	15.9190827809604	ZC3HAV1	Zinc finger CCCH-type antiviral protein 1	AMP_vs_Beads_unst
Q9BQ67	2.83329722205992	17.9480575610861	17.4455081409897	3.99359024837024e-11	4.93669194548537e-09	15.8767863835633	GRWD1	Glutamate-rich WD repeat-containing protein 1	AMP_vs_Beads_unst
Q96SB4	2.87471773441491	15.353220316642	17.3354267531624	4.35973532315556e-11	5.18969975134147e-09	15.7936820762752	SRPK1	SRSF protein kinase 1	AMP_vs_Beads_unst
P34932	-2.10950390722064	16.930925581268	-16.9823891351962	5.79623897001441e-11	6.65325430343797e-09	15.52313211357	HSPA4	Heat shock 70 kDa protein 4	AMP_vs_Beads_unst
P49207	3.99851916064307	15.8837836128845	16.9066861883493	6.16557398596714e-11	6.83315682444772e-09	15.4643036738609	RPL34	60S ribosomal protein L34	AMP_vs_Beads_unst
Q8N999	9.83066988778662	22.5925685860413	17.1350141064398	6.59933825449735e-11	7.07009104998482e-09	15.4023440626686	C12orf29	Uncharacterized protein C12orf29	AMP_vs_Beads_unst
Q7L0Y3	2.11578622993025	16.7225798012473	16.3907087728109	9.45766198482362e-11	9.80545987716875e-09	15.0554537540238	TRMT10C	tRNA methyltransferase 10 homolog C	AMP_vs_Beads_unst
Q06787	3.63347124628514	14.4265570532631	16.3297060211528	9.95636378468091e-11	9.99992287623888e-09	15.0061880078139	FMR1	Synaptic functional regulator FMR1	AMP_vs_Beads_unst
P82930	2.60064889875443	17.868174046263	16.1758595641294	1.13427775337587e-10	1.10471778768183e-08	14.8810491452946	MRPS34	28S ribosomal protein S34, mitochondrial	AMP_vs_Beads_unst
Q92499	2.39433442034328	18.4818314980542	16.0990671499245	1.21105139263304e-10	1.14479975762429e-08	14.8181032377684	DDX1	ATP-dependent RNA helicase DDX1	AMP_vs_Beads_unst
Q12905	3.75538028149744	18.1654487957455	15.9847451545587	1.33577566472616e-10	1.22662371040853e-08	14.7237923057185	ILF2	Interleukin enhancer-binding factor 2	AMP_vs_Beads_unst
O76021	3.44921026742715	16.2426289819746	15.8063651192814	1.55850546182354e-10	1.39139904286135e-08	14.5751788721781	RSL1D1	Ribosomal L1 domain-containing protein 1	AMP_vs_Beads_unst
Q7Z6Z7	-1.94312935633621	15.5030334526425	-15.6975551629813	1.71354761809339e-10	1.48847082285193e-08	14.483642419581	HUWE1	E3 ubiquitin-protein ligase HUWE1	AMP_vs_Beads_unst
O95232	2.34684847965659	15.7483416999622	15.609164115799	1.85158483041305e-10	1.56605095919672e-08	14.4087842216356	LUC7L3	Luc7-like protein 3	AMP_vs_Beads_unst
Q9H2U1	2.3909752496361	15.607131088554	15.4294744526042	2.17007140247047e-10	1.78836140706156e-08	14.2552084691228	DHX36	ATP-dependent DNA/RNA helicase DHX36	AMP_vs_Beads_unst
Q9Y2W2	3.72933176256347	14.9332172319571	15.2133145387392	2.632390956167e-10	2.11512613328019e-08	14.0679405509813	WBP11	WW domain-binding protein 11	AMP_vs_Beads_unst
Q9P258	2.79335570573883	19.2043411491096	15.1008478056107	2.91347441750786e-10	2.28387970191958e-08	13.9693979566475	RCC2	Protein RCC2	AMP_vs_Beads_unst
Q9NQ29	2.74966376216965	16.9688796133199	14.9470986591969	3.35057222448237e-10	2.56398550702055e-08	13.8334364869737	LUC7L	Putative RNA-binding protein Luc7-like 1	AMP_vs_Beads_unst
Q14498	2.96533567071931	16.4209521738998	14.7947926722827	3.85305228390225e-10	2.87993256754926e-08	13.6973100355552	RBM39	RNA-binding protein 39	AMP_vs_Beads_unst
P62263	2.63849795300517	16.8927831814736	14.7576738461965	3.98729625180409e-10	2.91253867120417e-08	13.6639144037123	RPS14	40S ribosomal protein S14	AMP_vs_Beads_unst
Q9NXH9	3.65357368640549	15.032369532153	14.6062323322564	4.58886978016553e-10	3.03700425699823e-08	13.5267593406137	TRMT1	tRNA (guanine(26)-N(2))-dimethyltransferase	AMP_vs_Beads_unst
P78362	2.46780592076023	14.8417670619931	14.6052612097025	4.59302563473144e-10	3.03700425699823e-08	13.5258751146697	SRPK2	SRSF protein kinase 2	AMP_vs_Beads_unst
P37108	1.72161234565677	16.7507603251641	14.6020900689817	4.60662425178875e-10	3.03700425699823e-08	13.5229873087044	SRP14	Signal recognition particle 14 kDa protein	AMP_vs_Beads_unst
Q9UN81	3.24134283344663	13.9131240592008	14.6005412843892	4.61328138880995e-10	3.03700425699823e-08	13.5215766705568	L1RE1	LINE-1 retrotransposable element ORF1 protein	AMP_vs_Beads_unst
P62888	3.27121968171218	17.8693097726039	14.59662607588	4.63015583674279e-10	3.03700425699823e-08	13.5180100000694	RPL30	60S ribosomal protein L30	AMP_vs_Beads_unst
Q00577	3.33644781312443	16.3321541711423	14.4559193521169	5.28240776570890e-10	3.39553171179768e-08	13.3891737467592	PURA	Transcriptional activator protein Pur-alpha	AMP_vs_Beads_unst
Q9Y676	2.70929012316434	14.9365019584963	14.4224116148602	5.45172948643867e-10	3.43565854302233e-08	13.3583036309881	MRPS18B	28S ribosomal protein S18b, mitochondrial	AMP_vs_Beads_unst
Q9NSD9	4.99244641074611	15.7352044725128	14.4653198311887	5.81749689338179e-10	3.47251958765727e-08	13.299549687888	FARSB	Phenylalanine--tRNA ligase beta subunit	AMP_vs_Beads_unst
P25398	2.58253143619972	19.207027646273	14.3518549872715	5.82745283351822e-10	3.47251958765727e-08	13.2930609846882	RPS12	40S ribosomal protein S12	AMP_vs_Beads_unst
Q4G0J3	3.62284225041292	14.0415694799587	14.3492075563177	5.84207666389316e-10	3.47251958765727e-08	13.2906065866576	LARP7	La-related protein 7	AMP_vs_Beads_unst
Q9BX40	3.40784927532557	14.8189466345	14.3312344215838	5.94239506288581e-10	3.47251958765727e-08	13.2739317337409	LSM14B	Protein LSM14 homolog B	AMP_vs_Beads_unst
Q9UJA5	2.34642553434381	14.752675618104	14.3041543657975	6.09702261439804e-10	3.49925547904916e-08	13.2487675699558	TRMT6	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	AMP_vs_Beads_unst
Q9Y2V2	9.56327028124445	10.2930062342503	14.2561490858995	6.38175753796667e-10	3.5395320440561e-08	13.2040393978045	CARHSP1	Calcium-regulated heat-stable protein 1	AMP_vs_Beads_unst
Q9Y399	1.88691036568787	17.3231905279332	14.2552116525097	6.3874567067596e-10	3.5395320440561e-08	13.2031644371866	MRPS2	28S ribosomal protein S2, mitochondrial	AMP_vs_Beads_unst
Q9BUJ2	3.00934972419432	17.7113352746346	14.2158871667413	6.63148043259155e-10	3.61247086616089e-08	13.1664079547911	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1	AMP_vs_Beads_unst
P21399	-1.46403074583649	14.970006552442	-14.1767521733376	6.8842038330199e-10	3.68763851988766e-08	13.129726154185	ACO1	Cytoplasmic aconitate hydratase	AMP_vs_Beads_unst
Q9Y3I0	1.93167843054117	16.2294357089542	14.1516080376174	7.05197316714127e-10	3.70343119898649e-08	13.106104072105	RTCB	RNA-splicing ligase RtcB homolog	AMP_vs_Beads_unst
Q9BTC8	2.5738523580224	14.043765303991	14.1380639288053	7.14414232536287e-10	3.70343119898649e-08	13.0933622377124	MTA3	Metastasis-associated protein MTA3	AMP_vs_Beads_unst
Q9Y3C1	3.48205933580809	15.0139976580007	14.0924032765431	7.46443506979518e-10	3.808046716559e-08	13.0503152238771	NOP16	Nucleolar protein 16	AMP_vs_Beads_unst
Q13200	-1.31322000860995	16.1532000352577	-14.0232926210358	7.97863137767322e-10	4.00100429561909e-08	12.9848921797169	PSMD2	26S proteasome non-ATPase regulatory subunit 2	AMP_vs_Beads_unst
Q04206	-2.69002239041001	17.6340584645734	-14.0087396000557	8.09163905461235e-10	4.00100429561909e-08	12.9710743044467	RELA	Transcription factor p65	AMP_vs_Beads_unst
Q7L2J0	2.62604894786571	13.8308227833504	13.9627728988234	8.45990966532244e-10	4.11971964611308e-08	12.9273346413567	MEPCE	7SK snRNA methylphosphate capping enzyme	AMP_vs_Beads_unst
P53582	2.05193038569959	15.0687995947415	13.8749189213927	9.21432111172079e-10	4.42012359001054e-08	12.8433336254567	METAP1	Methionine aminopeptidase 1	AMP_vs_Beads_unst
P62906	2.5787933488952	18.4596117667715	13.8214796333874	9.70797953901318e-10	4.58844797623358e-08	12.7919771404345	RPL10A	60S ribosomal protein L10a	AMP_vs_Beads_unst
Q9Y383	2.31162882278515	16.4683030034072	13.7474707391692	1.0438656620243e-09	4.8622959967335e-08	12.7205243870053	LUC7L2	Putative RNA-binding protein Luc7-like 2	AMP_vs_Beads_unst
P36957	-2.60799645417192	20.0527786903827	-13.7028119531225	1.09077010517832e-09	5.00819302577589e-08	12.6772224113316	DLST	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	AMP_vs_Beads_unst
Q9H869	3.6967620704596	15.7558191171878	13.68253250755	1.11280512016649e-09	5.03740233269731e-08	12.6575127332159	YY1AP1	YY1-associated protein 1	AMP_vs_Beads_unst
Q8N684	1.90327843580412	16.3390466710716	13.6467411936245	1.15285878890689e-09	5.14623353825939e-08	12.6226561070755	CPSF7	Cleavage and polyadenylation specificity factor subunit 7	AMP_vs_Beads_unst
Q9C0B0	3.64712288936432	13.2664136742073	13.6151089509134	1.18953605037594e-09	5.17407638205404e-08	12.5917743549402	UNK	RING finger protein unkempt homolog	AMP_vs_Beads_unst
Q8IYB8	1.82659005852786	14.7510832516982	13.6136196048247	1.19129325535781e-09	5.17407638205404e-08	12.5903185918032	SUPV3L1	ATP-dependent RNA helicase SUPV3L1, mitochondrial	AMP_vs_Beads_unst
Q8WUA4	1.7305975561305	14.1710132928924	13.5095560365756	1.32118165956784e-09	5.60968283558536e-08	12.4882093709927	GTF3C2	General transcription factor 3C polypeptide 2	AMP_vs_Beads_unst
Q9NUL3	3.84834066710232	13.9796983314254	13.5055330070822	1.3264962523475e-09	5.60968283558536e-08	12.48424630952	STAU2	Double-stranded RNA-binding protein Staufen homolog 2	AMP_vs_Beads_unst
P62081	2.15076975346671	18.5745612794675	13.4702753579159	1.37405808608812e-09	5.73535414115225e-08	12.4494643206366	RPS7	40S ribosomal protein S7	AMP_vs_Beads_unst
Q8NFW8	2.88476398506125	14.6009283811384	13.391705946418	1.48669728941922e-09	6.07869202041683e-08	12.3716313063344	CMAS	N-acylneuraminate cytidylyltransferase	AMP_vs_Beads_unst
Q9NQ50	2.57472113197676	15.230459779016	13.3688037358737	1.52134992649637e-09	6.07869202041683e-08	12.3488592502312	MRPL40	39S ribosomal protein L40, mitochondrial	AMP_vs_Beads_unst
P60660	-1.55633591392297	17.063498123577	-13.3667863753482	1.52444324796622e-09	6.07869202041683e-08	12.3468515197484	MYL6	Myosin light polypeptide 6	AMP_vs_Beads_unst
O00743	-1.84135811915219	15.6278813592701	-13.3618980414199	1.53196656395073e-09	6.07869202041683e-08	12.3419852873629	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	AMP_vs_Beads_unst
P55072	-2.52063877653886	20.1683579994135	-13.331855964826	1.57907828776687e-09	6.13865485435983e-08	12.3120406487135	VCP	Transitional endoplasmic reticulum ATPase	AMP_vs_Beads_unst
P46063	2.50479611614427	15.4453287135036	13.3279736820127	1.58527801154905e-09	6.13865485435983e-08	12.3081661325802	RECQL	ATP-dependent DNA helicase Q1	AMP_vs_Beads_unst
Q9Y3D5	2.73041158940571	14.0761105700981	13.313660218231	1.60836025160565e-09	6.15389267697684e-08	12.2938717453467	MRPS18C	28S ribosomal protein S18c, mitochondrial	AMP_vs_Beads_unst
P0DP23;P0DP24;P0DP25	-2.23009370701722	17.9058645226932	-13.2985213241269	1.63316314647194e-09	6.17527806207154e-08	12.2787366447112	CALM1;CALM2;CALM3	Calmodulin-1;Calmodulin-2;Calmodulin-3	AMP_vs_Beads_unst
P06748	2.0994420558715	20.8639977720263	13.2867232645258	1.65277460158062e-09	6.17676461567454e-08	12.2669298466711	NPM1	Nucleophosmin	AMP_vs_Beads_unst
P39023	2.71919278984583	17.3273145902818	13.198199862781	1.80816139450519e-09	6.55168630862796e-08	12.1780127058282	RPL3	60S ribosomal protein L3	AMP_vs_Beads_unst
Q9NY12	2.29469655383654	15.6801901694096	13.1968883884676	1.81057704818878e-09	6.55168630862796e-08	12.176691028529	GAR1	H/ACA ribonucleoprotein complex subunit 1	AMP_vs_Beads_unst
P09622	-2.59966278870318	14.71464666147	-13.1948976595816	1.81425040904757e-09	6.55168630862796e-08	12.1746845675723	DLD	Dihydrolipoyl dehydrogenase, mitochondrial	AMP_vs_Beads_unst
Q13610	2.63250908843286	15.6379945740743	13.1526416377609	1.89412215902385e-09	6.73929831208597e-08	12.1320249179271	PWP1	Periodic tryptophan protein 1 homolog	AMP_vs_Beads_unst
Q9BV44	2.85897242525424	13.4660998639304	13.1325255481638	1.9334518694085e-09	6.73929831208597e-08	12.111669802579	THUMPD3	THUMP domain-containing protein 3	AMP_vs_Beads_unst
O14818	-2.9655879727457	15.4947406511702	-13.1301716441918	1.93811053172554e-09	6.73929831208597e-08	12.1092859479521	PSMA7	Proteasome subunit alpha type-7	AMP_vs_Beads_unst
P46087	3.07892485820878	14.6408380850974	13.124152776662	1.95007698514e-09	6.73929831208597e-08	12.1031886081806	NOP2	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase	AMP_vs_Beads_unst
P50750	1.65483622525602	19.2719145378109	13.1098560341792	1.97881732809619e-09	6.76587116223526e-08	12.0886945713776	CDK9	Cyclin-dependent kinase 9	AMP_vs_Beads_unst
P16220	2.84740020877102	13.5790887773353	13.0759620454873	2.04876907834796e-09	6.93130928190561e-08	12.0542714420886	CREB1	Cyclic AMP-responsive element-binding protein 1	AMP_vs_Beads_unst
Q00610	-1.84234114826818	18.8395515308264	-13.0417248233653	2.12210584878375e-09	7.10463353957393e-08	12.0194117643284	CLTC	Clathrin heavy chain 1	AMP_vs_Beads_unst
Q8NE71	3.12256373502527	14.7884783586357	12.9679413076621	2.28981410867595e-09	7.45744108575926e-08	11.9439847230781	ABCF1	ATP-binding cassette sub-family F member 1	AMP_vs_Beads_unst
Q16576	-2.00852090604432	15.0325751818685	-12.9606362629208	2.30716913109206e-09	7.45744108575926e-08	11.936494411986	RBBP7	Histone-binding protein RBBP7	AMP_vs_Beads_unst
O00488	3.12507320143076	14.1873044111639	12.9572913798278	2.31516241003173e-09	7.45744108575926e-08	11.9330633377997	ZNF593	Zinc finger protein 593	AMP_vs_Beads_unst
Q9BRJ6	3.85170930586393	14.4429143892286	12.9551483754524	2.32029903103897e-09	7.45744108575926e-08	11.9308646631619	C7orf50	Uncharacterized protein C7orf50	AMP_vs_Beads_unst
P05388	2.147542161988	18.8412032946371	12.8877182006737	2.48827608431492e-09	7.91813795543381e-08	11.8615031301974	RPLP0	60S acidic ribosomal protein P0	AMP_vs_Beads_unst
P10155	1.74259802334924	15.2641505617479	12.8266378653645	2.65162105213542e-09	8.35520594270907e-08	11.7983712318185	RO60	60 kDa SS-A/Ro ribonucleoprotein	AMP_vs_Beads_unst
P57081	3.39625118681702	14.3875630904791	12.7936784900079	2.74446669462188e-09	8.49954609088015e-08	11.7641848298939	WDR4	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4	AMP_vs_Beads_unst
O00442	2.80443286710381	15.1340591016894	12.7916405650557	2.75031983027858e-09	8.49954609088015e-08	11.7620682653574	RTCA	RNA 3'-terminal phosphate cyclase	AMP_vs_Beads_unst
Q15758	-1.34880515786469	16.4527020447547	-12.7213134095312	2.96066399644656e-09	9.0624515091231e-08	11.6888288420832	SLC1A5	Neutral amino acid transporter B(0)	AMP_vs_Beads_unst
O14874	-2.25446289950458	14.1936833302238	-12.6997341062798	3.02858600342779e-09	9.09859898885867e-08	11.6662783186433	BCKDK	[-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	AMP_vs_Beads_unst
Q9BW83	2.59023645258495	18.1105924817301	12.6995753604839	3.02909176044766e-09	9.09859898885867e-08	11.6661122926668	IFT27	Intraflagellar transport protein 27 homolog	AMP_vs_Beads_unst
P48643	-1.27913990340828	18.1621369226052	-12.6663877273075	3.13682404392248e-09	9.33495599737672e-08	11.6313591093052	CCT5	T-complex protein 1 subunit epsilon	AMP_vs_Beads_unst
P25787	-2.64912868509315	14.773883106195	-12.6149058489159	3.31208167138073e-09	9.76608302001622e-08	11.5772766435281	PSMA2	Proteasome subunit alpha type-2	AMP_vs_Beads_unst
P30050	2.10439819826016	16.4415359142876	12.5795245506859	3.43854718946295e-09	1.00468096972127e-07	11.5399862294506	RPL12	60S ribosomal protein L12	AMP_vs_Beads_unst
Q9NNW5	2.40805879499775	14.939739756597	12.5209375860569	3.65938112217016e-09	1.0595721555545e-07	11.4780185750276	WDR6	WD repeat-containing protein 6	AMP_vs_Beads_unst
Q01081	1.99314001202271	16.2381603859141	12.4954825104553	3.75998483726203e-09	1.07198889974017e-07	11.4510089983934	U2AF1	Splicing factor U2AF 35 kDa subunit	AMP_vs_Beads_unst
P82650	2.24993709468335	16.4702750270483	12.4932439838255	3.76897155166891e-09	1.07198889974017e-07	11.4486312786861	MRPS22	28S ribosomal protein S22, mitochondrial	AMP_vs_Beads_unst
P49821	-1.76716150127781	14.9149893908462	-12.4629119964796	3.89301822207581e-09	1.09755794436418e-07	11.4163734648099	NDUFV1	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial	AMP_vs_Beads_unst
Q96EY4	1.88844987733375	15.4218281580357	12.4240091306939	4.05850525046281e-09	1.13426398912935e-07	11.3748918976828	TMA16	Translation machinery-associated protein 16	AMP_vs_Beads_unst
P20618	-2.37127539353349	15.9131820167445	-12.375952163062	4.27332367690434e-09	1.17407597310957e-07	11.3234800601665	PSMB1	Proteasome subunit beta type-1	AMP_vs_Beads_unst
Q92598	-1.53767329751019	16.7995888021032	-12.3758013692691	4.27401645469257e-09	1.17407597310957e-07	11.3233184438229	HSPH1	Heat shock protein 105 kDa	AMP_vs_Beads_unst
Q99575	1.95383713834442	15.3059175558143	12.3598676882033	4.34789618928478e-09	1.17458635749625e-07	11.3062307479212	POP1	Ribonucleases P/MRP protein subunit POP1	AMP_vs_Beads_unst
Q07955	2.03962340794576	16.0644488373097	12.356576902728	4.36332303921283e-09	1.17458635749625e-07	11.3026990431381	SRSF1	Serine/arginine-rich splicing factor 1	AMP_vs_Beads_unst
P43686	-1.69652480017562	15.7708132444232	-12.3518652311964	4.3855122246282e-09	1.17458635749625e-07	11.2976408895286	PSMC4	26S proteasome regulatory subunit 6B	AMP_vs_Beads_unst
P49257	-1.64859779454499	15.1038590860426	-12.3292951740961	4.49347996117311e-09	1.1855156209224e-07	11.273385931997	LMAN1	Protein ERGIC-53	AMP_vs_Beads_unst
Q9H4W6	4.31053453715433	13.7493852261715	12.3241928343901	4.51827728216531e-09	1.1855156209224e-07	11.2678969145446	EBF3	Transcription factor COE3	AMP_vs_Beads_unst
P46459	-1.30510718138422	19.2954534627804	-12.3203649193538	4.53697639618716e-09	1.1855156209224e-07	11.2637775027864	NSF	Vesicle-fusing ATPase	AMP_vs_Beads_unst
Q9Y2R5	2.2152776573149	16.5582326443513	12.3023609568211	4.62603452940704e-09	1.19903830463824e-07	11.2443864145693	MRPS17	28S ribosomal protein S17, mitochondrial	AMP_vs_Beads_unst
P51114	3.8945534589828	14.3929314278696	12.2749630939845	4.7651439784254e-09	1.22521381973274e-07	11.2148265616879	FXR1	Fragile X mental retardation syndrome-related protein 1	AMP_vs_Beads_unst
Q01105	-2.47588376211873	19.7814121569143	-12.260547793074	4.84011506471414e-09	1.23461347761835e-07	11.1992489174429	SET	Protein SET	AMP_vs_Beads_unst
O43242	-1.65669922398343	15.0934453426505	-12.1895254472197	5.2282425641378e-09	1.32311587410542e-07	11.1222489463987	PSMD3	26S proteasome non-ATPase regulatory subunit 3	AMP_vs_Beads_unst
Q9H9T3	-1.66965262769203	15.7159585192651	-12.1778978148278	5.2948759905668e-09	1.32951026825638e-07	11.1096027878155	ELP3	Elongator complex protein 3	AMP_vs_Beads_unst
O75380	-2.73654212147433	12.7624301299515	-12.115162674683	5.67030318725391e-09	1.41274065456078e-07	11.041177691319	NDUFS6	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	AMP_vs_Beads_unst
Q9HAV7	-2.46528521615284	19.3700252115977	-12.0877802392475	5.84294630058462e-09	1.44455610846761e-07	11.0112083692513	GRPEL1	GrpE protein homolog 1, mitochondrial	AMP_vs_Beads_unst
P55196	1.82834754769322	14.7224598075009	12.0328241148507	6.20652169972255e-09	1.52272982770292e-07	10.9508698531482	AFDN	Afadin	AMP_vs_Beads_unst
Q9Y285	4.36382840587928	15.4880077944459	12.0900144203902	6.49472374509195e-09	1.58136682702466e-07	10.9138915265596	FARSA	Phenylalanine--tRNA ligase alpha subunit	AMP_vs_Beads_unst
Q52LJ0	1.94055418899062	15.1832083299825	11.9477976678784	6.81719795994137e-09	1.64740407843997e-07	10.8570115800937	FAM98B	Protein FAM98B	AMP_vs_Beads_unst
Q08211	2.53638214118759	20.2515677836807	11.9264687051125	6.9801969648075e-09	1.67177917398331e-07	10.8333704394226	DHX9	ATP-dependent RNA helicase A	AMP_vs_Beads_unst
Q66PJ3	2.80970976856688	16.4235287557616	11.9173567713038	7.05108958853391e-09	1.67177917398331e-07	10.8232588455025	ARL6IP4	ADP-ribosylation factor-like protein 6-interacting protein 4	AMP_vs_Beads_unst
Q9UQ80	5.19610029623401	16.3465795061975	12.0794828542597	7.07411224834257e-09	1.67177917398331e-07	10.8342452513888	PA2G4	Proliferation-associated protein 2G4	AMP_vs_Beads_unst
O75569	4.00633715691292	15.1152822362488	11.8930058234966	7.2668033806521e-09	1.70478146462889e-07	10.79334805297	PRKRA	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	AMP_vs_Beads_unst
Q96CT7	1.91300620958422	15.7571802814117	11.8054687582156	7.98678157861025e-09	1.86010985461256e-07	10.6985129694419	CCDC124	Coiled-coil domain-containing protein 124	AMP_vs_Beads_unst
P05455	3.76853864885283	17.0523607293593	11.8517033118825	8.43248107872273e-09	1.9497837544615e-07	10.6526910704144	SSB	Lupus La protein	AMP_vs_Beads_unst
Q7Z4S6	3.69663410353128	13.832525276203	11.7120528263009	8.8690676689347e-09	2.02535314187823e-07	10.5935297359327	KIF21A	Kinesin-like protein KIF21A	AMP_vs_Beads_unst
P50990	-1.2496772915519	18.2406730331896	-11.7104241473037	8.88533892361015e-09	2.02535314187823e-07	10.5916926152355	CCT8	T-complex protein 1 subunit theta	AMP_vs_Beads_unst
P78346	1.97283689797345	15.43230985995	11.6827480268356	9.16673846109964e-09	2.07478150802635e-07	10.5604388173847	RPP30	Ribonuclease P protein subunit p30	AMP_vs_Beads_unst
